ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-7646523,Source1,3,2017-12-12 15:10:48,2017-12-12 21:10:48,41.114814,-73.806761,41.12592,-73.81141,0.805,At RT-117/Bedford Rd - Accident.,Briarcliff Peekskill Pkwy N,Pleasantville,Westchester,NY,10570,US,US/Eastern,KHPN,2017-12-12 14:56:00,41.0,35.2,89.0,29.42,8.0,WNW,9.2,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7646527,Source1,3,2017-12-12 15:43:03,2017-12-12 21:43:03,40.68203,-73.69159,40.68297000000001,-73.68849,0.175,At Corona Ave/Exit 15 - Accident. Roadway reduced to 2 lanes.,Southern State Pkwy E,Valley Stream,Nassau,NY,11580,US,US/Eastern,KJFK,2017-12-12 15:51:00,45.0,38.2,65.0,29.43,10.0,West,15.0,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7646528,Source1,2,2017-12-12 15:46:48,2017-12-12 21:46:48,40.761951,-73.75666,40.761956,-73.75666600000002,0.0,At RT-25/Northern Blvd/Exit 31 - Accident.,Cross Island Pkwy S,Oakland Gardens,Queens,NY,11364,US,US/Eastern,KLGA,2017-12-12 15:51:00,45.0,39.3,65.0,29.42,10.0,WNW,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7646538,Source1,2,2017-12-12 16:52:49,2017-12-12 22:52:49,40.78371,-73.61752,40.78397,-73.62631999999998,0.461,At Glen Cove Rd/Exit 39 - Accident. Right lane blocked.,Long Island Expy W,Old Westbury,Nassau,NY,11568,US,US/Eastern,KFRG,2017-12-12 16:53:00,43.0,38.8,71.0,29.41,10.0,WNW,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-7646539,Source1,2,2017-12-12 17:08:34,2017-12-12 23:08:34,40.96056,-73.79268,40.95956,-73.79519,0.148,At Hutchinson River Pky S - Accident. Left lane blocked.,Hutchinson River Pkwy S,New Rochelle,Westchester,NY,10804,US,US/Eastern,KHPN,2017-12-12 16:56:00,39.9,35.8,89.0,29.41,8.0,WNW,5.8,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-7646543,Source1,2,2017-12-12 17:25:49,2017-12-12 23:25:49,40.69398,-73.81186,40.68884,-73.80897,0.386,At Liberty Ave/Exit 4 - Accident. Right lane blocked.,Van Wyck Expy S,South Richmond Hill,Queens,NY,11419,US,US/Eastern,KJFK,2017-12-12 17:51:00,42.1,32.8,76.0,29.45,10.0,West,21.9,0.0,Light Rain,False,False,True,True,True,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-7646554,Source1,2,2017-12-12 18:06:16,2017-12-13 00:06:16,40.71936,-73.40666999999998,40.71739,-73.40887,0.178,At RT-109/Exit 33 - Accident. Right lane blocked.,New Hwy,Farmingdale,Suffolk,NY,11735,US,US/Eastern,KFRG,2017-12-12 17:53:00,43.0,36.8,65.0,29.42,10.0,WNW,11.5,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7646555,Source1,2,2017-12-12 18:07:49,2017-12-13 00:07:49,40.88921,-73.8152,40.89332,-73.81631999999998,0.29,At US-1/Boston Rd/Exit 7 - Accident. Right lane blocked.,Hutchinson River Pkwy N,Pelham,Westchester,NY,10803,US,US/Eastern,KLGA,2017-12-12 17:51:00,43.0,34.8,68.0,29.44,10.0,WNW,18.4,0.0,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7646556,Source1,3,2017-12-12 18:07:49,2017-12-13 00:07:49,40.84478,-73.90484000000002,40.84455,-73.90271,0.112,At Webster Ave/Exit 2B - Accident. Roadway reduced to 1 lane.,Clay Ave,Bronx,Bronx,NY,10457,US,US/Eastern,KLGA,2017-12-12 17:51:00,43.0,34.8,68.0,29.44,10.0,WNW,18.4,0.0,Overcast,False,False,False,False,True,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-7646565,Source1,2,2017-12-12 18:51:16,2017-12-13 00:51:16,40.80594,-73.2412,40.80905,-73.21271999999998,1.505,Between Long Island Motor Pky/Exit 55 and RT-111/Exit 56 - Accident. Carpool lane blocked.,Long Island Expy E,Brentwood,Suffolk,NY,11717,US,US/Eastern,KISP,2017-12-12 18:56:00,42.1,36.1,73.0,29.4,10.0,West,10.4,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7646568,Source1,4,2017-12-12 19:24:16,2017-12-13 01:24:16,41.147919,-73.934395,41.143995,-73.935307,0.275,Closed between CR-80/Lake Rd E and Butler St - Road closed due to accident., Hemenway Ave,Congers,Rockland,NY,10920-2052,US,US/Eastern,KHPN,2017-12-12 18:56:00,37.9,28.9,76.0,29.42,10.0,West,16.1,0.0,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7646569,Source1,4,2017-12-12 19:24:16,2017-12-13 01:24:16,41.143995,-73.935307,41.147919,-73.934395,0.275,Closed between Butler St and CR-80/Lake Rd E - Road closed due to accident., S Route 303,Congers,Rockland,NY,10920-2470,US,US/Eastern,KHPN,2017-12-12 18:56:00,37.9,28.9,76.0,29.42,10.0,West,16.1,0.0,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7646571,Source1,2,2017-12-12 19:52:02,2017-12-13 01:52:02,41.065985,-73.865092,41.079393,-73.921581,3.085,Between US-9/Exit 9 and US-9W/Exit 10 - Accident. Right lane blocked.,I-287 W,Tarrytown,Westchester,NY,10591,US,US/Eastern,KHPN,2017-12-12 19:56:00,34.0,21.5,64.0,29.45,10.0,WNW,24.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7646573,Source1,2,2017-12-12 20:01:02,2017-12-13 02:01:02,41.114814,-73.806761,41.12592,-73.81141,0.805,At RT-117/Bedford Rd - Accident. Right lane blocked.,Briarcliff Peekskill Pkwy N,Pleasantville,Westchester,NY,10570,US,US/Eastern,KHPN,2017-12-12 19:56:00,34.0,21.5,64.0,29.45,10.0,WNW,24.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7646987,Source1,2,2017-12-13 05:36:42,2017-12-13 11:36:42,43.05308,-76.15111999999998,43.04879,-76.14291,0.51,At I-690 - Accident.,I-81 S,Syracuse,Onondaga,NY,13203,US,US/Eastern,KSYR,2017-12-13 05:54:00,14.0,-2.0,95.0,29.51,0.5,West,16.1,0.02,Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7646988,Source1,2,2017-12-13 07:16:27,2017-12-13 13:16:27,43.05953,-76.18589,43.05803,-76.18194,0.225,At Hiawatha Blvd/Exit 8 - Accident.,I-690 E,Syracuse,Onondaga,NY,13204,US,US/Eastern,KSYR,2017-12-13 06:54:00,12.9,-2.2,92.0,29.53,1.0,WNW,13.8,0.02,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-7646992,Source1,2,2017-12-13 09:03:41,2017-12-13 15:03:41,42.73536,-73.69896,42.72973,-73.69929,0.389,At 23rd St/Exit 8 - Accident.,I-787 S,Troy,Albany,NY,12183,US,US/Eastern,KALB,2017-12-13 08:51:00,17.1,2.0,68.0,29.44,10.0,WNW,16.1,0.0,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7646994,Source1,2,2017-12-13 09:34:25,2017-12-13 15:34:25,42.7268,-73.79861,42.72897,-73.79361999999998,0.294,At Wolf Rd/Exit 6 - Accident.,Adirondack Northway N,Albany,Albany,NY,12211,US,US/Eastern,KALB,2017-12-13 09:51:00,18.0,0.9,57.0,29.46,10.0,West,21.9,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7647006,Source1,2,2017-12-13 11:29:56,2017-12-13 17:29:56,42.97868,-77.22685,42.97887,-77.23161,0.241,At RT-21/Exit 43 - Accident.,New York Trwy W,Shortsville,Ontario,NY,14548,US,US/Eastern,KPEO,2017-12-13 11:31:00,18.0,3.6,57.0,29.6,10.0,West,15.0,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7647013,Source1,2,2017-12-13 13:29:56,2017-12-13 19:29:56,43.06842,-76.16683,43.07389000000001,-76.17052,0.421,At RT-370/Park St/Exit 23/Exit 24 - Accident. Left lane blocked.,I-81 N,Syracuse,Onondaga,NY,13208,US,US/Eastern,KSYR,2017-12-13 13:29:00,18.0,2.2,92.0,29.59,0.2,West,18.4,0.01,Heavy Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7647015,Source1,4,2017-12-13 13:38:56,2017-12-13 19:38:56,42.104632,-78.90216,42.105575,-78.893948,0.426,Closed at RT-394/Exit 17 - Road closed due to accident.,Southern Tier Expy E,Frewsburg,Cattaraugus,NY,14738,US,US/Eastern,KJHW,2017-12-13 13:39:00,15.8,5.1,86.0,29.61,1.5,SW,8.1,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7647024,Source1,4,2017-12-13 14:55:26,2017-12-13 20:55:26,42.387103,-73.64335,42.39885200000001,-73.65668000000002,1.0590000000000002,Closed at Pinto Ranch Rd - Road closed due to accident., State Route 203,Valatie,Columbia,NY,12184-5908,US,US/Eastern,KPSF,2017-12-13 14:54:00,18.0,0.6,65.0,29.45,2.0,WNW,23.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7647025,Source1,4,2017-12-13 14:55:26,2017-12-13 20:55:26,42.39885200000001,-73.65668000000002,42.387103,-73.64335,1.0590000000000002,Closed at McCagg Rd - Road closed due to accident., State Route 203,Valatie,Columbia,NY,12184-5913,US,US/Eastern,KPSF,2017-12-13 14:54:00,18.0,0.6,65.0,29.45,2.0,WNW,23.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7647050,Source1,2,2017-12-13 16:19:26,2017-12-13 22:19:26,42.74085,-73.69169000000002,42.739649,-73.686327,0.285,Between US-9 and 6th Ave - Accident.,Collar City Brg,Troy,Albany,NY,12183,US,US/Eastern,KALB,2017-12-13 15:51:00,21.0,11.4,63.0,29.54,9.0,WNW,8.1,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7647058,Source1,2,2017-12-13 17:50:55,2017-12-13 23:50:55,42.753169,-73.768914,42.75636,-73.76625,0.259,At I-87/RT-2/Troy Schenectady Rd - Accident.,Troy Schenectady Rd,Latham,Albany,NY,12110,US,US/Eastern,KALB,2017-12-13 17:51:00,21.0,6.2,57.0,29.59,10.0,West,18.4,0.0,Light Snow,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-7647062,Source1,2,2017-12-13 18:05:12,2017-12-14 00:05:12,42.67155,-73.75545,42.67,-73.74178,0.703,At US-9/Exit 6 - Accident. Right lane blocked.,I-90 E,Albany,Albany,NY,12206,US,US/Eastern,KALB,2017-12-13 17:51:00,21.0,6.2,57.0,29.59,10.0,West,18.4,0.0,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7647063,Source1,2,2017-12-13 18:04:27,2017-12-14 00:04:27,42.65738,-73.74157,42.67209,-73.72800000000002,1.228,At I-90/Exit 5 - Accident. Left lane blocked.,I-787 N,Albany,Albany,NY,12204,US,US/Eastern,KALB,2017-12-13 17:51:00,21.0,6.2,57.0,29.59,10.0,West,18.4,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7647073,Source1,4,2017-12-13 20:08:56,2017-12-14 02:08:56,42.307596,-75.517081,42.304147,-75.507352,0.551,Closed at Case Rd - Road closed due to accident., State Highway 206,Bainbridge,Chenango,NY,13733-3206,US,US/Eastern,KBGM,2017-12-13 19:53:00,12.0,,64.0,29.62,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7647074,Source1,4,2017-12-13 20:08:56,2017-12-14 02:08:56,42.304147,-75.507352,42.307596,-75.517081,0.551,Closed at Ireland Rd - Road closed due to accident., State Highway 206,Bainbridge,Chenango,NY,13733-3204,US,US/Eastern,KBGM,2017-12-13 19:53:00,12.0,,64.0,29.62,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7647090,Source1,4,2017-12-13 02:00:16,2017-12-13 08:00:16,40.97845,-73.69629,40.95987,-73.74056,2.642,Closed between Playland Pky/Exit 19 and Mamaroneck Ave/Exit 18 - Road closed due to accident.,New England Trwy S,Rye,Westchester,NY,10580,US,US/Eastern,KHPN,2017-12-13 01:56:00,21.9,6.9,53.0,29.48,9.0,NW,19.6,0.0,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7647093,Source1,3,2017-12-13 05:05:10,2017-12-13 11:05:10,40.97733,-73.6982,40.95987,-73.74056,2.518,Between Playland Pky/Exit 19 and Mamaroneck Ave/Exit 18 - Accident.,I-95 N,Rye,Westchester,NY,10580,US,US/Eastern,KHPN,2017-12-13 04:56:00,19.0,2.7,54.0,29.46,10.0,West,20.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7647095,Source1,2,2017-12-13 05:50:10,2017-12-13 11:50:10,40.73706,-73.93108000000002,40.7377,-73.93498000000002,0.209,At Van Dam St - Accident.,Long Island Expy W,Long Island City,Queens,NY,11101,US,US/Eastern,KNYC,2017-12-13 05:51:00,19.9,9.3,52.0,29.5,10.0,West,9.2,,Clear,False,False,True,False,False,False,False,False,True,False,False,True,False,Night,Night,Night,Day
A-7647099,Source1,2,2017-12-13 06:29:10,2017-12-13 12:29:10,41.06253,-73.86195,41.06106,-73.85813,0.223,At US-9/Exit 9 - Accident.,I-87 S,Tarrytown,Westchester,NY,10591,US,US/Eastern,KHPN,2017-12-13 06:56:00,19.0,1.6,54.0,29.48,10.0,WNW,24.2,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-7647107,Source1,2,2017-12-13 07:46:26,2017-12-13 13:46:26,40.83403,-73.86291,40.83492,-73.86586,0.166,At White Plains Rd/Exit 5 - Accident., White Plains Rd,Bronx,Bronx,NY,10460,US,US/Eastern,KLGA,2017-12-13 07:51:00,21.9,7.3,53.0,29.54,10.0,West,18.4,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7647108,Source1,2,2017-12-13 07:53:11,2017-12-13 13:53:11,40.806477,-73.237576,40.806477,-73.237576,0.0,At Long Island Motor Pky/Exit 55 - Accident.,Long Island Expy W,Brentwood,Suffolk,NY,11717,US,US/Eastern,KISP,2017-12-13 07:56:00,21.9,7.3,48.0,29.49,10.0,WNW,18.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7647135,Source1,4,2017-12-13 13:17:55,2017-12-13 19:17:55,40.684559,-73.978752,40.68168,-73.96744,0.625,Closed between Nevins St and Vanderbilt Ave - Road closed due to accident. Construction work., Atlantic Ave,Brooklyn,Kings,NY,11217-1913,US,US/Eastern,KJRB,2017-12-13 13:35:00,35.6,30.7,33.0,,10.0,Variable,5.8,10.0,Clear,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-7647137,Source1,2,2017-12-13 14:02:55,2017-12-13 20:02:55,40.800775,-73.931155,40.800775,-73.931155,0.0,At 2nd Ave/125th St/Exit 19 - Accident. Right lane blocked.,Robert F Kennedy Bridge,New York,New York,NY,10035,US,US/Eastern,KNYC,2017-12-13 13:51:00,30.9,20.2,31.0,29.55,10.0,WNW,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7647142,Source1,2,2017-12-13 14:56:55,2017-12-13 20:56:55,41.518959,-73.98675899999998,41.5212,-74.01015,1.22,At Newburgh-Beacon Brg - Accident. Left lane blocked.,Beacon Brg W,Beacon,Dutchess,NY,12508,US,US/Eastern,KSWF,2017-12-13 15:45:00,24.8,9.6,46.0,29.56,20.0,WNW,23.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7647144,Source1,2,2017-12-13 15:03:41,2017-12-13 21:03:41,40.878195,-73.870009,40.88063,-73.86915,0.174,At Gun Hill Rd/Exit 9 - Accident.,E Gun Hill Rd,Bronx,Bronx,NY,10467,US,US/Eastern,KLGA,2017-12-13 14:51:00,33.1,20.3,29.0,29.57,10.0,WNW,24.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-7647146,Source1,2,2017-12-13 15:15:41,2017-12-13 21:15:41,40.83833,-73.88243,40.83726,-73.88011999999998,0.142,At I-895/Sheridan Expy/Exit 4A - Accident. Right lane blocked.,Cross Bronx Expy E,Bronx,Bronx,NY,10460,US,US/Eastern,KLGA,2017-12-13 14:51:00,33.1,20.3,29.0,29.57,10.0,WNW,24.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7647155,Source1,2,2017-12-13 16:21:42,2017-12-13 22:21:42,40.79127,-73.82276,40.79173,-73.82303,0.035,At 14th Ave/Center Dr - Accident. Right lane blocked.,Whitestone Expy N,Whitestone,Queens,NY,11357,US,US/Eastern,KLGA,2017-12-13 15:51:00,32.0,18.1,34.0,29.6,10.0,WNW,27.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7647156,Source1,2,2017-12-13 16:21:42,2017-12-13 22:21:42,40.820231,-73.93446899999998,40.819331,-73.934411,0.062,At 5th Ave/142nd St/Exit 22 - Accident. Right lane blocked.,Harlem River Dr S,New York,New York,NY,10039,US,US/Eastern,KNYC,2017-12-13 15:51:00,30.0,20.5,33.0,29.6,10.0,WNW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7647176,Source1,3,2017-12-13 17:53:12,2017-12-13 23:53:12,40.69687,-73.53705,40.69826,-73.53457,0.162,At Bellmore Rd/Exit 26 - Accident. Roadway reduced to 1 lane.,Southern State Pkwy E,Bellmore,Nassau,NY,11710,US,US/Eastern,KFRG,2017-12-13 17:53:00,28.0,16.1,43.0,29.65,10.0,West,16.1,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-7647177,Source1,2,2017-12-13 17:55:27,2017-12-13 23:55:27,40.73824000000001,-73.80175,40.73993,-73.78985,0.634,At Utopia Pky/Exit 25 - Accident. Left lane blocked.,Long Island Expy E,Fresh Meadows,Queens,NY,11365,US,US/Eastern,KLGA,2017-12-13 17:51:00,30.0,17.5,38.0,29.65,10.0,West,19.6,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-7647186,Source1,2,2017-12-13 18:05:12,2017-12-14 00:05:12,40.84478,-73.90484000000002,40.84455,-73.90271,0.112,At Webster Ave/Exit 2B - Accident. Left lane blocked.,Clay Ave,Bronx,Bronx,NY,10457,US,US/Eastern,KLGA,2017-12-13 17:51:00,30.0,17.5,38.0,29.65,10.0,West,19.6,,Clear,False,False,False,False,True,False,False,False,False,True,False,False,False,Night,Night,Night,Day
A-7647211,Source1,2,2017-12-13 19:40:41,2017-12-13 20:10:41,41.668678,-73.96049000000002,41.671018,-73.960391,0.162,At CR-11/Chapel Hill Rd/Macks Ln - Accident., Route 9W,Milton,Ulster,NY,12547-5016,US,US/Eastern,KPOU,2017-12-13 19:53:00,23.0,10.1,42.0,29.63,10.0,West,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7647212,Source1,2,2017-12-13 19:40:41,2017-12-13 20:10:41,41.671018,-73.960391,41.668678,-73.96049000000002,0.162,At CR-10/Milton Pike - Accident., Route 9W,Milton,Ulster,NY,12547-5017,US,US/Eastern,KPOU,2017-12-13 19:53:00,23.0,10.1,42.0,29.63,10.0,West,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7647213,Source1,2,2017-12-13 20:17:55,2017-12-14 02:17:55,40.849135,-73.939249,40.849135,-73.939249,0.0,At RT-9/US-9/Hudson Pky/178th St - Accident. Right lane blocked.,Trans-Manhattan Expy W,New York,New York,NY,10033,US,US/Eastern,KNYC,2017-12-13 19:51:00,27.0,16.1,43.0,29.67,10.0,West,12.7,,Clear,False,False,True,False,True,False,False,False,True,True,False,False,False,Night,Night,Night,Night
A-7647215,Source1,2,2017-12-13 21:50:55,2017-12-14 03:50:55,41.11746,-74.11789,41.11535,-74.10847,0.512,At Airmont Rd/Exit 14B - Accident.,I-87 S,Suffern,Rockland,NY,10901,US,US/Eastern,KCDW,2017-12-13 21:53:00,25.0,20.7,43.0,29.7,10.0,West,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7647219,Source1,2,2017-12-13 22:29:10,2017-12-14 04:29:10,40.68669000000001,-73.59425999999998,40.68785,-73.59241999999998,0.125,At Nassau Rd/Exit 21 - Accident. Left lane blocked., Nassau Rd,Roosevelt,Nassau,NY,11575-1050,US,US/Eastern,KFRG,2017-12-13 22:53:00,27.0,17.3,43.0,29.67,10.0,West,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7647221,Source1,2,2017-12-13 22:54:40,2017-12-14 04:54:40,40.849777,-73.942364,40.850023,-73.944007,0.088,At George Washington Brg Lower Level - Accident. Right lane blocked.,George Washington Brg,New York,New York,NY,10033,US,US/Eastern,KNYC,2017-12-13 22:51:00,27.0,21.6,41.0,29.66,10.0,Variable,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7647698,Source1,2,2017-12-14 13:43:28,2017-12-14 19:43:28,43.05232,-76.1252,43.0542,-76.11806,0.383,At Teall Ave/Exit 14 - Accident. Right lane blocked.,I-690 E,Syracuse,Onondaga,NY,13210,US,US/Eastern,KSYR,2017-12-14 13:54:00,16.0,-1.3,74.0,29.9,5.0,West,20.7,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7647700,Source1,2,2017-12-14 15:01:28,2017-12-14 21:01:28,42.85409,-78.79099000000002,42.81659000000001,-78.7919,2.591,Between RT-16/RT-400/Exit 54 and US-219/Ridge Rd/Exit 55 - Accident. Right lane blocked.,New York Trwy W,Buffalo,Erie,NY,14224,US,US/Eastern,KBUF,2017-12-14 14:54:00,18.0,3.6,60.0,29.99,10.0,West,15.0,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7647706,Source1,2,2017-12-14 18:25:29,2017-12-15 00:25:29,43.048343,-76.051771,43.03013,-76.0622,1.364,At RT-5/RT-92/Exit 3 - Accident. Left lane blocked.,I-481 S,East Syracuse,Onondaga,NY,13057,US,US/Eastern,KSYR,2017-12-14 18:54:00,16.0,0.6,68.0,29.99,10.0,WSW,16.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7647707,Source1,2,2017-12-14 18:23:12,2017-12-15 00:23:12,42.670131,-73.73082099999998,42.670131,-73.73082099999998,0.0,Ramp to Exit 5 - Accident. Right lane blocked.,I-787 S,Albany,Albany,NY,12204,US,US/Eastern,KALB,2017-12-14 18:51:00,17.1,5.0,56.0,30.0,10.0,West,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7647710,Source1,2,2017-12-14 19:37:28,2017-12-15 01:37:28,42.95175,-78.90932,42.95643,-78.91224,0.355,At Vulcan St/Exit 14 - Accident. Left lane blocked.,Niagara Trwy N,Buffalo,Erie,NY,14207,US,US/Eastern,KBUF,2017-12-14 19:54:00,17.1,6.6,71.0,30.06,10.0,West,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7647727,Source1,4,2017-12-14 06:20:55,2017-12-14 12:20:55,40.710332,-73.961053,40.71782,-73.98572,1.392,Closed between 5th Pl and Delancey St - Road closed due to accident.,Williamsburg Brg,Brooklyn,Kings,NY,11211,US,US/Eastern,KJRB,2017-12-14 06:15:00,30.2,25.4,93.0,,10.0,NE,4.6,,Overcast,True,False,True,True,False,False,False,False,False,True,False,False,False,Night,Night,Day,Day
A-7647750,Source1,2,2017-12-14 08:05:08,2017-12-14 08:35:08,40.95770200000001,-73.851042,40.959697,-73.850572,0.14,At Jackson Ave - Accident.,Sprain Brook Pkwy N,Yonkers,Westchester,NY,10710,US,US/Eastern,KHPN,2017-12-14 08:11:00,23.0,15.8,85.0,29.58,0.8,North,5.8,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7647753,Source1,2,2017-12-14 08:26:12,2017-12-14 14:26:12,40.83528,-73.86706,40.83634,-73.87236999999998,0.287,At Bronx River Pky/Exit 4B - Accident.,Cross Bronx Expy W,Bronx,Bronx,NY,10460,US,US/Eastern,KLGA,2017-12-14 08:13:00,27.0,17.3,85.0,29.61,4.0,North,10.4,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7647759,Source1,4,2017-12-14 09:08:55,2017-12-14 15:08:55,40.710332,-73.961053,40.71782,-73.98572,1.392,Closed between 5th Pl and Delancey St - Road closed due to accident.,Williamsburg Brg,Brooklyn,Kings,NY,11211,US,US/Eastern,KJRB,2017-12-14 09:15:00,30.2,21.9,93.0,,10.0,ENE,9.2,,Mostly Cloudy,True,False,True,True,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-7647760,Source1,4,2017-12-14 09:08:55,2017-12-14 15:08:55,40.710332,-73.961053,40.71577,-73.97901,1.013,Closed at Delancey St - Road closed due to accident.,Williamsburg Brg,Brooklyn,Kings,NY,11211,US,US/Eastern,KJRB,2017-12-14 09:15:00,30.2,21.9,93.0,,10.0,ENE,9.2,,Mostly Cloudy,True,False,True,True,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-7647779,Source1,4,2017-12-14 15:44:55,2017-12-14 21:44:55,40.81271,-73.11609,40.81601,-73.07996999999997,1.903,Closed between Ronkonkoma Ave/Exit 60 and CR-19/Exit 61 - Road closed due to accident.,Long Island Expy E,Ronkonkoma,Suffolk,NY,11779,US,US/Eastern,KISP,2017-12-14 15:56:00,30.0,20.0,49.0,29.85,10.0,WNW,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
